##############################################
# Interactions between tree and fungal species
# Last row and column contain the sum of each
##############################################
;ABIEALB;ABIEGRA;ABIENOR;ACERGRA;ACERPET;ALNUGLU;BETUSPP;CARPBET;CASTSAT;CEDRATL;CUPRSEM;FAGUSIL;FRAXSPP;JUGLSPP;LARIDEC;LARIKAE;PICEEXC;PICESIT;PINUBRU;PINUCEM;PINUHAL;PINULAR;PINUNIG;PINUPINA;PINUPINE;PINURAD;PINUSTR;PINUSYL;PINUTAE;PINUUNC;PLATHYB;POPUCUL;POPUTRE;PRUNAVI;PSEUMEN;QUERILE;QUERPAT;QUERPUB;QUERPYR;QUERROB;QUERRUB;QUERSUB;SORBARI;SORBAUC;SORBDOM;SORBTOR;TAXABAC;THUJPLI;TILISPP;TSUGHET;ULMUSPP;NB_INTER_C
PHOMQUE;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;1;0;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;3;3;3;3;5;5;4;4
PHYLACE;5;5;5;6;6;6;6;5;5;6;5;5;2;2;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;2;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;0;5;5;0;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
PHYLGUT;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;0;6;5;2;5;6;6;6;4;5;5;5;5;4;5;4;2;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
PLEUOST;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;0;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
PLEUPSE;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;0;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
PODOCLA;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;2;6;5;0;5;6;6;6;4;5;5;5;5;4;5;4;2;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
POLLRAD;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;0;6;6;6;5;2;2;2;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
POLYSQU;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;0;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;2;2;6;6;6;6;6;6;6;6;6
PSEUDRY;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;2;2;2;2;2;6;6;6;6;6;4;6;6;6;4;0;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
PUCCEPI;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;3;3;3;6;6;3;3;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;2;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;0;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
RHABPSE;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;0;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
RHIZKAL;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;0;1;1;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZMAC;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;0;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;1;0;1;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZOUD;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;1;1;0;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZUND;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;0;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
RHYTACE;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;2;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;2;2;2;2;2;2;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;0;5;4;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
ROSENEC;4;4;4;6;6;6;6;4;2;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;2;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;2;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;0;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
SARERES;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;4;5;0;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SAWATUL;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;2;6;5;2;5;6;6;6;4;5;5;5;5;4;5;4;0;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SCHICOM;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;0;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
SEIRCAR;4;4;4;6;6;6;6;4;3;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;3;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;3;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;2;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;2;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;3;5;5;6;0;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;2;4;4;4;4;5;5;4;4
SEPTPOD;5;5;5;6;6;6;6;5;5;6;3;2;5;5;5;3;5;5;5;6;6;6;6;4;2;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;0;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SEPTQUE;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;2;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;2;2;2;2;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;2;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;0;5;6;5;4;6;6;2;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
SIROSTR;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;0;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;3;3;3;3;5;5;4;4
SPARCRI;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;0;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
SPHASAP;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;0;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
STEGPYR;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;3;6;6;6;5;3;3;3;5;5;5;5;5;6;5;5;4;5;6;5;0;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;3;3;5;5
STERHIR;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;3;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;4;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;0;1;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
STERSAN;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;3;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;4;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;1;0;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
STIGCAR;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;2;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;2;2;2;2;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;2;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;2;5;6;5;4;6;6;0;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
SYDOPOL;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;3;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;3;6;6;6;6;6;6;4;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;0;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
TAPHBET;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;0;1;1;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHCAE;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;0;1;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHCER;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;1;0;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHPOP;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;1;1;0;5;6;6;5;5;5;5;5;5;5;5;5
TITATRE;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;0;6;6;4;3;3;3;3;5;5;4;4
TRAMGIB;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;0;1;6;6;6;6;6;6;6;6;6
TRAMVER;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;1;0;6;6;6;6;6;6;6;6;6
TRUNHAR;4;4;4;6;6;6;6;4;3;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;3;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;3;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;2;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;2;5;5;5;6;6;0;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;3;5;5;6;2;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;0;4;4;4;4;5;5;4;4
VALSAMB;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;0;1;1;1;5;5;4;4
VALSKUN;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;0;1;1;5;5;4;4
VALSNIV;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;1;0;1;5;5;4;4
VALSSOR;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;1;1;0;5;5;4;4
